FrameVarjo;UnityFrame;ExperimentTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability
316054;21;1.494328;(-2.524, 1.300, -149.072);(359.549, 0.484, 0.119);INVALID;;;INVALID;;;;INVALID;;;;;
316063;22;1.540906;(-2.524, 1.300, -149.072);(359.553, 0.488, 0.137);INVALID;;;INVALID;;;;INVALID;;;;;
316074;25;1.663538;(-2.524, 1.300, -149.073);(359.520, 0.523, 0.127);INVALID;;;INVALID;;;;INVALID;;;;;
316083;27;1.746009;(-2.524, 1.300, -149.073);(359.515, 0.539, 0.111);INVALID;;;INVALID;;;;INVALID;;;;;
316094;30;1.869163;(-2.524, 1.300, -149.071);(359.508, 0.571, 0.114);INVALID;;;INVALID;;;;INVALID;;;;;
316104;32;1.945249;(-2.524, 1.300, -149.071);(359.499, 0.588, 0.104);INVALID;;;INVALID;;;;INVALID;;;;;
316113;35;2.070495;(-2.524, 1.300, -149.071);(359.495, 0.598, 0.090);INVALID;;;INVALID;;;;INVALID;;;;;
316124;37;2.148115;(-2.524, 1.300, -149.071);(359.398, 0.512, 359.954);INVALID;;;INVALID;;;;INVALID;;;;;
316133;40;2.264558;(-2.528, 1.310, -149.074);(3.837, 1.895, 3.232);INVALID;;;INVALID;;;;INVALID;;;;;
316144;42;2.34689;(-2.537, 1.337, -149.077);(5.042, 359.278, 9.899);INVALID;;;INVALID;;;;INVALID;;;;;
316154;45;2.461155;(-2.575, 1.387, -149.067);(0.278, 355.222, 7.208);INVALID;;;INVALID;;;;INVALID;;;;;
316163;48;2.58933;(-2.645, 1.425, -149.056);(356.723, 353.670, 4.256);INVALID;;;INVALID;;;;INVALID;;;;;
316174;49;2.638837;(-2.670, 1.438, -149.058);(355.587, 351.685, 5.318);INVALID;;;INVALID;;;;INVALID;;;;;
316183;51;2.729867;(-2.718, 1.458, -149.064);(352.453, 343.445, 15.946);INVALID;;;INVALID;;;;INVALID;;;;;
316194;54;2.880863;(-2.817, 1.478, -149.099);(349.469, 336.574, 13.717);INVALID;;;INVALID;;;;INVALID;;;;;
316203;55;2.93031;(-2.847, 1.482, -149.115);(348.281, 338.084, 1.273);INVALID;;;INVALID;;;;INVALID;;;;;
316213;58;3.072893;(-2.939, 1.508, -149.151);(336.443, 340.273, 352.871);INVALID;;;INVALID;;;;INVALID;;;;;
316224;60;3.152206;(-2.976, 1.525, -149.185);(334.473, 342.105, 347.630);INVALID;;;INVALID;;;;INVALID;;;;;
316233;62;3.237116;(-2.993, 1.537, -149.234);(339.552, 342.418, 346.934);INVALID;;;INVALID;;;;INVALID;;;;;
316244;65;3.366638;(-3.009, 1.544, -149.306);(346.390, 341.247, 349.124);INVALID;;;INVALID;;;;INVALID;;;;;
316253;67;3.454132;(-3.018, 1.541, -149.350);(349.426, 341.345, 346.605);INVALID;;;INVALID;;;;INVALID;;;;;
316263;69;3.548311;(-3.017, 1.539, -149.397);(351.462, 341.198, 346.427);INVALID;;;INVALID;;;;INVALID;;;;;
316274;72;3.700175;(-3.021, 1.541, -149.438);(356.033, 340.476, 327.234);INVALID;;;INVALID;;;;INVALID;;;;;
316283;73;3.762414;(-3.028, 1.535, -149.459);(359.381, 337.096, 310.195);INVALID;;;INVALID;;;;INVALID;;;;;
316294;75;3.868386;(-3.053, 1.519, -149.493);(6.086, 333.175, 277.513);INVALID;;;INVALID;;;;INVALID;;;;;
316303;77;3.973501;(-3.056, 1.523, -149.484);(8.712, 326.254, 254.568);INVALID;;;INVALID;;;;INVALID;;;;;
316313;79;4.074125;(-3.062, 1.530, -149.473);(5.174, 326.919, 246.876);INVALID;;;INVALID;;;;INVALID;;;;;
316323;81;4.177752;(-3.077, 1.539, -149.471);(4.813, 325.495, 233.740);INVALID;;;INVALID;;;;INVALID;;;;;
316333;82;4.230707;(-3.081, 1.542, -149.470);(3.308, 322.411, 229.691);INVALID;;;INVALID;;;;INVALID;;;;;
316344;85;4.385425;(-3.076, 1.537, -149.447);(3.995, 322.774, 224.778);INVALID;;;INVALID;;;;INVALID;;;;;
316353;86;4.439004;(-3.072, 1.538, -149.440);(2.307, 321.733, 224.175);INVALID;;;INVALID;;;;INVALID;;;;;
316362;88;4.540874;(-3.059, 1.546, -149.428);(1.458, 320.511, 225.993);INVALID;;;INVALID;;;;INVALID;;;;;
316373;90;4.650631;(-3.054, 1.557, -149.432);(1.783, 320.221, 225.130);INVALID;;;INVALID;;;;INVALID;;;;;
316383;92;4.754359;(-3.052, 1.561, -149.434);(1.013, 321.575, 228.229);INVALID;;;INVALID;;;;INVALID;;;;;
316394;94;4.861903;(-3.056, 1.564, -149.434);(2.578, 324.148, 227.649);INVALID;;;INVALID;;;;INVALID;;;;;
316403;96;4.963214;(-3.067, 1.570, -149.442);(3.283, 322.539, 227.005);INVALID;;;INVALID;;;;INVALID;;;;;
316412;97;5.023102;(-3.067, 1.566, -149.440);(3.068, 322.729, 228.291);INVALID;;;INVALID;;;;INVALID;;;;;
316423;100;5.178153;(-3.078, 1.572, -149.443);(3.094, 324.292, 229.859);INVALID;;;INVALID;;;;INVALID;;;;;
316433;101;5.232887;(-3.081, 1.576, -149.443);(2.518, 323.021, 231.192);INVALID;;;INVALID;;;;INVALID;;;;;
316444;104;5.38763;(-3.086, 1.611, -149.435);(6.118, 327.499, 242.538);INVALID;;;INVALID;;;;INVALID;;;;;
316453;105;5.446008;(-3.081, 1.625, -149.431);(8.355, 326.493, 245.386);INVALID;;;INVALID;;;;INVALID;;;;;
316462;107;5.544811;(-3.077, 1.662, -149.429);(15.366, 326.717, 251.315);INVALID;;;INVALID;;;;INVALID;;;;;
316473;110;5.680462;(-3.097, 1.741, -149.464);(18.984, 329.429, 263.147);INVALID;;;INVALID;;;;INVALID;;;;;
316483;112;5.763166;(-3.088, 1.784, -149.478);(18.835, 333.189, 278.149);INVALID;;;INVALID;;;;INVALID;;;;;
316493;115;5.903139;(-3.067, 1.820, -149.493);(20.004, 337.981, 295.911);INVALID;;;INVALID;;;;INVALID;;;;;
316503;116;5.943216;(-3.070, 1.838, -149.510);(19.384, 340.990, 302.556);INVALID;;;INVALID;;;;INVALID;;;;;
316512;119;6.068314;(-3.037, 1.830, -149.503);(20.943, 346.861, 310.730);INVALID;;;INVALID;;;;INVALID;;;;;
316523;121;6.142061;(-3.041, 1.832, -149.516);(18.285, 351.192, 314.303);INVALID;;;INVALID;;;;INVALID;;;;;
316532;124;6.252788;(-3.039, 1.839, -149.514);(19.476, 348.981, 318.497);INVALID;;;INVALID;;;;INVALID;;;;;
316543;127;6.358392;(-3.037, 1.846, -149.506);(15.836, 351.202, 324.675);INVALID;;;INVALID;;;;INVALID;;;;;
316553;130;6.469447;(-3.043, 1.848, -149.499);(15.972, 351.584, 329.079);INVALID;;;INVALID;;;;INVALID;;;;;
316562;132;6.540925;(-3.053, 1.851, -149.485);(13.987, 350.626, 334.613);INVALID;;;INVALID;;;;INVALID;;;;;
316563;132;6.540925;(-3.053, 1.851, -149.485);(13.987, 350.626, 334.613);INVALID;;;INVALID;;;;INVALID;;;;;
316564;132;6.540925;(-3.053, 1.851, -149.485);(13.987, 350.626, 334.613);INVALID;;;INVALID;;;;INVALID;;;;;
316565;132;6.540925;(-3.053, 1.851, -149.485);(13.987, 350.626, 334.613);INVALID;;;INVALID;;;;INVALID;;;;;
316566;132;6.540925;(-3.053, 1.851, -149.485);(13.987, 350.626, 334.613);INVALID;;;INVALID;;;;INVALID;;;;;
316567;132;6.540925;(-3.053, 1.851, -149.485);(13.987, 350.626, 334.613);INVALID;;;INVALID;;;;INVALID;;;;;
316568;132;6.540925;(-3.053, 1.851, -149.485);(13.987, 350.626, 334.613);INVALID;;;INVALID;;;;INVALID;;;;;
316569;133;6.577495;(-3.060, 1.850, -149.477);(14.806, 349.953, 336.783);INVALID;;;INVALID;;;;INVALID;;;;;
316570;133;6.577495;(-3.060, 1.850, -149.477);(14.806, 349.953, 336.783);INVALID;;;INVALID;;;;INVALID;;;;;
316571;133;6.577495;(-3.060, 1.850, -149.477);(14.806, 349.953, 336.783);INVALID;;;INVALID;;;;INVALID;;;;;
316572;133;6.577495;(-3.060, 1.850, -149.477);(14.806, 349.953, 336.783);INVALID;;;INVALID;;;;INVALID;;;;;
316573;133;6.577495;(-3.060, 1.850, -149.477);(14.806, 349.953, 336.783);INVALID;;;INVALID;;;;INVALID;;;;;
316574;133;6.577495;(-3.060, 1.850, -149.477);(14.806, 349.953, 336.783);INVALID;;;INVALID;;;;INVALID;;;;;
316575;133;6.577495;(-3.060, 1.850, -149.477);(14.806, 349.953, 336.783);INVALID;;;INVALID;;;;INVALID;;;;;
316576;133;6.577495;(-3.060, 1.850, -149.477);(14.806, 349.953, 336.783);INVALID;;;INVALID;;;;INVALID;;;;;
316577;133;6.577495;(-3.060, 1.850, -149.477);(14.806, 349.953, 336.783);INVALID;;;INVALID;;;;INVALID;;;;;
316578;133;6.577495;(-3.060, 1.850, -149.477);(14.806, 349.953, 336.783);INVALID;;;INVALID;;;;INVALID;;;;;
316579;134;6.691453;(-3.064, 1.847, -149.465);(12.418, 350.527, 343.625);INVALID;;;INVALID;;;;INVALID;;;;;
316580;134;6.691453;(-3.064, 1.847, -149.465);(12.418, 350.527, 343.625);INVALID;;;INVALID;;;;INVALID;;;;;
316581;134;6.691453;(-3.064, 1.847, -149.465);(12.418, 350.527, 343.625);INVALID;;;INVALID;;;;INVALID;;;;;
316582;134;6.691453;(-3.064, 1.847, -149.465);(12.418, 350.527, 343.625);INVALID;;;INVALID;;;;INVALID;;;;;
316583;134;6.691453;(-3.064, 1.847, -149.465);(12.418, 350.527, 343.625);INVALID;;;INVALID;;;;INVALID;;;;;
316584;134;6.691453;(-3.064, 1.847, -149.465);(12.418, 350.527, 343.625);INVALID;;;INVALID;;;;INVALID;;;;;
316585;134;6.691453;(-3.064, 1.847, -149.465);(12.418, 350.527, 343.625);INVALID;;;INVALID;;;;INVALID;;;;;
316586;134;6.691453;(-3.064, 1.847, -149.465);(12.418, 350.527, 343.625);INVALID;;;INVALID;;;;INVALID;;;;;
316587;134;6.691453;(-3.064, 1.847, -149.465);(12.418, 350.527, 343.625);INVALID;;;INVALID;;;;INVALID;;;;;
316588;134;6.691453;(-3.064, 1.847, -149.465);(12.418, 350.527, 343.625);INVALID;;;INVALID;;;;INVALID;;;;;
316589;134;6.691453;(-3.064, 1.847, -149.465);(12.418, 350.527, 343.625);INVALID;;;INVALID;;;;INVALID;;;;;
316590;134;6.691453;(-3.064, 1.847, -149.465);(12.418, 350.527, 343.625);INVALID;;;INVALID;;;;INVALID;;;;;
316591;135;6.806455;(-3.076, 1.854, -149.466);(14.197, 350.879, 349.331);INVALID;;;INVALID;;;;INVALID;;;;;
316592;135;6.806455;(-3.076, 1.854, -149.466);(14.197, 350.879, 349.331);INVALID;;;INVALID;;;;INVALID;;;;;
316593;135;6.806455;(-3.076, 1.854, -149.466);(14.197, 350.879, 349.331);INVALID;;;INVALID;;;;INVALID;;;;;
316594;135;6.806455;(-3.076, 1.854, -149.466);(14.197, 350.879, 349.331);INVALID;;;INVALID;;;;INVALID;;;;;
316595;135;6.806455;(-3.076, 1.854, -149.466);(14.197, 350.879, 349.331);INVALID;;;INVALID;;;;INVALID;;;;;
316596;135;6.806455;(-3.076, 1.854, -149.466);(14.197, 350.879, 349.331);INVALID;;;INVALID;;;;INVALID;;;;;
316597;135;6.806455;(-3.076, 1.854, -149.466);(14.197, 350.879, 349.331);INVALID;;;INVALID;;;;INVALID;;;;;
316598;135;6.806455;(-3.076, 1.854, -149.466);(14.197, 350.879, 349.331);INVALID;;;INVALID;;;;INVALID;;;;;
316599;135;6.806455;(-3.076, 1.854, -149.466);(14.197, 350.879, 349.331);INVALID;;;INVALID;;;;INVALID;;;;;
316600;136;6.899996;(-3.093, 1.861, -149.469);(13.863, 349.224, 354.295);INVALID;;;INVALID;;;;INVALID;;;;;
316601;136;6.899996;(-3.093, 1.861, -149.469);(13.863, 349.224, 354.295);INVALID;;;INVALID;;;;INVALID;;;;;
316602;136;6.899996;(-3.093, 1.861, -149.469);(13.863, 349.224, 354.295);INVALID;;;INVALID;;;;INVALID;;;;;
316603;136;6.899996;(-3.093, 1.861, -149.469);(13.863, 349.224, 354.295);INVALID;;;INVALID;;;;INVALID;;;;;
316604;136;6.899996;(-3.093, 1.861, -149.469);(13.863, 349.224, 354.295);INVALID;;;INVALID;;;;INVALID;;;;;
316605;136;6.899996;(-3.093, 1.861, -149.469);(13.863, 349.224, 354.295);INVALID;;;INVALID;;;;INVALID;;;;;
316606;136;6.899996;(-3.093, 1.861, -149.469);(13.863, 349.224, 354.295);INVALID;;;INVALID;;;;INVALID;;;;;
316607;136;6.899996;(-3.093, 1.861, -149.469);(13.863, 349.224, 354.295);INVALID;;;INVALID;;;;INVALID;;;;;
316608;136;6.899996;(-3.093, 1.861, -149.469);(13.863, 349.224, 354.295);INVALID;;;INVALID;;;;INVALID;;;;;
316609;136;6.899996;(-3.093, 1.861, -149.469);(13.863, 349.224, 354.295);INVALID;;;INVALID;;;;INVALID;;;;;
316610;136;6.899996;(-3.093, 1.861, -149.469);(13.863, 349.224, 354.295);INVALID;;;INVALID;;;;INVALID;;;;;
316611;137;7.011204;(-3.103, 1.863, -149.485);(14.545, 349.285, 354.569);INVALID;;;INVALID;;;;INVALID;;;;;
316612;137;7.011204;(-3.103, 1.863, -149.485);(14.545, 349.285, 354.569);INVALID;;;INVALID;;;;INVALID;;;;;
316613;137;7.011204;(-3.103, 1.863, -149.485);(14.545, 349.285, 354.569);INVALID;;;INVALID;;;;INVALID;;;;;
316614;137;7.011204;(-3.103, 1.863, -149.485);(14.545, 349.285, 354.569);INVALID;;;INVALID;;;;INVALID;;;;;
316615;137;7.011204;(-3.103, 1.863, -149.485);(14.545, 349.285, 354.569);INVALID;;;INVALID;;;;INVALID;;;;;
316616;137;7.011204;(-3.103, 1.863, -149.485);(14.545, 349.285, 354.569);INVALID;;;INVALID;;;;INVALID;;;;;
316617;137;7.011204;(-3.103, 1.863, -149.485);(14.545, 349.285, 354.569);INVALID;;;INVALID;;;;INVALID;;;;;
316618;137;7.011204;(-3.103, 1.863, -149.485);(14.545, 349.285, 354.569);INVALID;;;INVALID;;;;INVALID;;;;;
316619;137;7.011204;(-3.103, 1.863, -149.485);(14.545, 349.285, 354.569);INVALID;;;INVALID;;;;INVALID;;;;;
316620;138;7.097834;(-3.107, 1.865, -149.490);(14.759, 349.676, 353.392);INVALID;;;INVALID;;;;INVALID;;;;;
316621;138;7.097834;(-3.107, 1.865, -149.490);(14.759, 349.676, 353.392);INVALID;;;INVALID;;;;INVALID;;;;;
316622;138;7.097834;(-3.107, 1.865, -149.490);(14.759, 349.676, 353.392);INVALID;;;INVALID;;;;INVALID;;;;;
316623;138;7.097834;(-3.107, 1.865, -149.490);(14.759, 349.676, 353.392);INVALID;;;INVALID;;;;INVALID;;;;;
316624;138;7.097834;(-3.107, 1.865, -149.490);(14.759, 349.676, 353.392);INVALID;;;INVALID;;;;INVALID;;;;;
316625;138;7.097834;(-3.107, 1.865, -149.490);(14.759, 349.676, 353.392);INVALID;;;INVALID;;;;INVALID;;;;;
316626;138;7.097834;(-3.107, 1.865, -149.490);(14.759, 349.676, 353.392);INVALID;;;INVALID;;;;INVALID;;;;;
316627;139;7.184886;(-3.106, 1.866, -149.490);(12.709, 349.107, 351.845);INVALID;;;INVALID;;;;INVALID;;;;;
316628;139;7.184886;(-3.106, 1.866, -149.490);(12.709, 349.107, 351.845);INVALID;;;INVALID;;;;INVALID;;;;;
316629;139;7.184886;(-3.106, 1.866, -149.490);(12.709, 349.107, 351.845);INVALID;;;INVALID;;;;INVALID;;;;;
316630;139;7.184886;(-3.106, 1.866, -149.490);(12.709, 349.107, 351.845);INVALID;;;INVALID;;;;INVALID;;;;;
316631;139;7.184886;(-3.106, 1.866, -149.490);(12.709, 349.107, 351.845);INVALID;;;INVALID;;;;INVALID;;;;;
316632;139;7.184886;(-3.106, 1.866, -149.490);(12.709, 349.107, 351.845);INVALID;;;INVALID;;;;INVALID;;;;;
316633;139;7.184886;(-3.106, 1.866, -149.490);(12.709, 349.107, 351.845);INVALID;;;INVALID;;;;INVALID;;;;;
316634;139;7.184886;(-3.106, 1.866, -149.490);(12.709, 349.107, 351.845);INVALID;;;INVALID;;;;INVALID;;;;;
316635;140;7.26393;(-3.106, 1.869, -149.488);(10.711, 348.856, 349.951);INVALID;;;INVALID;;;;INVALID;;;;;
316636;140;7.26393;(-3.106, 1.869, -149.488);(10.711, 348.856, 349.951);INVALID;;;INVALID;;;;INVALID;;;;;
316637;140;7.26393;(-3.106, 1.869, -149.488);(10.711, 348.856, 349.951);INVALID;;;INVALID;;;;INVALID;;;;;
316638;140;7.26393;(-3.106, 1.869, -149.488);(10.711, 348.856, 349.951);INVALID;;;INVALID;;;;INVALID;;;;;
316639;140;7.26393;(-3.106, 1.869, -149.488);(10.711, 348.856, 349.951);INVALID;;;INVALID;;;;INVALID;;;;;
316640;140;7.26393;(-3.106, 1.869, -149.488);(10.711, 348.856, 349.951);INVALID;;;INVALID;;;;INVALID;;;;;
316641;141;7.338924;(-3.104, 1.870, -149.489);(11.777, 352.504, 352.140);INVALID;;;INVALID;;;;INVALID;;;;;
316642;141;7.338924;(-3.104, 1.870, -149.489);(11.777, 352.504, 352.140);INVALID;;;INVALID;;;;INVALID;;;;;
316643;141;7.338924;(-3.104, 1.870, -149.489);(11.777, 352.504, 352.140);INVALID;;;INVALID;;;;INVALID;;;;;
316644;141;7.338924;(-3.104, 1.870, -149.489);(11.777, 352.504, 352.140);INVALID;;;INVALID;;;;INVALID;;;;;
316645;141;7.338924;(-3.104, 1.870, -149.489);(11.777, 352.504, 352.140);INVALID;;;INVALID;;;;INVALID;;;;;
316646;141;7.338924;(-3.104, 1.870, -149.489);(11.777, 352.504, 352.140);INVALID;;;INVALID;;;;INVALID;;;;;
316647;141;7.338924;(-3.104, 1.870, -149.489);(11.777, 352.504, 352.140);INVALID;;;INVALID;;;;INVALID;;;;;
316648;142;7.409296;(-3.105, 1.871, -149.488);(10.724, 353.244, 354.789);INVALID;;;INVALID;;;;INVALID;;;;;
316649;142;7.409296;(-3.105, 1.871, -149.488);(10.724, 353.244, 354.789);INVALID;;;INVALID;;;;INVALID;;;;;
316650;142;7.409296;(-3.105, 1.871, -149.488);(10.724, 353.244, 354.789);INVALID;;;INVALID;;;;INVALID;;;;;
316651;142;7.409296;(-3.105, 1.871, -149.488);(10.724, 353.244, 354.789);INVALID;;;INVALID;;;;INVALID;;;;;
316652;142;7.409296;(-3.105, 1.871, -149.488);(10.724, 353.244, 354.789);INVALID;;;INVALID;;;;INVALID;;;;;
316653;142;7.409296;(-3.105, 1.871, -149.488);(10.724, 353.244, 354.789);INVALID;;;INVALID;;;;INVALID;;;;;
316654;143;7.463512;(-3.110, 1.871, -149.488);(10.357, 349.041, 352.655);INVALID;;;INVALID;;;;INVALID;;;;;
316655;143;7.463512;(-3.110, 1.871, -149.488);(10.357, 349.041, 352.655);INVALID;;;INVALID;;;;INVALID;;;;;
316656;143;7.463512;(-3.110, 1.871, -149.488);(10.357, 349.041, 352.655);INVALID;;;INVALID;;;;INVALID;;;;;
316657;143;7.463512;(-3.110, 1.871, -149.488);(10.357, 349.041, 352.655);INVALID;;;INVALID;;;;INVALID;;;;;
316658;143;7.463512;(-3.110, 1.871, -149.488);(10.357, 349.041, 352.655);INVALID;;;INVALID;;;;INVALID;;;;;
316659;144;7.524898;(-3.109, 1.871, -149.486);(10.215, 350.662, 355.506);INVALID;;;INVALID;;;;INVALID;;;;;
316660;144;7.524898;(-3.109, 1.871, -149.486);(10.215, 350.662, 355.506);INVALID;;;INVALID;;;;INVALID;;;;;
316661;144;7.524898;(-3.109, 1.871, -149.486);(10.215, 350.662, 355.506);INVALID;;;INVALID;;;;INVALID;;;;;
316662;144;7.524898;(-3.109, 1.871, -149.486);(10.215, 350.662, 355.506);INVALID;;;INVALID;;;;INVALID;;;;;
316663;144;7.524898;(-3.109, 1.871, -149.486);(10.215, 350.662, 355.506);INVALID;;;INVALID;;;;INVALID;;;;;
316664;145;7.591658;(-3.109, 1.872, -149.484);(9.891, 351.904, 358.110);INVALID;;;INVALID;;;;INVALID;;;;;
316665;145;7.591658;(-3.109, 1.872, -149.484);(9.891, 351.904, 358.110);INVALID;;;INVALID;;;;INVALID;;;;;
316666;145;7.591658;(-3.109, 1.872, -149.484);(9.891, 351.904, 358.110);INVALID;;;INVALID;;;;INVALID;;;;;
316667;145;7.591658;(-3.109, 1.872, -149.484);(9.891, 351.904, 358.110);INVALID;;;INVALID;;;;INVALID;;;;;
316668;145;7.591658;(-3.109, 1.872, -149.484);(9.891, 351.904, 358.110);INVALID;;;INVALID;;;;INVALID;;;;;
316669;145;7.591658;(-3.109, 1.872, -149.484);(9.891, 351.904, 358.110);INVALID;;;INVALID;;;;INVALID;;;;;
316670;146;7.637547;(-3.115, 1.876, -149.485);(8.419, 352.139, 359.593);INVALID;;;INVALID;;;;INVALID;;;;;
316671;146;7.637547;(-3.115, 1.876, -149.485);(8.419, 352.139, 359.593);INVALID;;;INVALID;;;;INVALID;;;;;
316672;146;7.637547;(-3.115, 1.876, -149.485);(8.419, 352.139, 359.593);INVALID;;;INVALID;;;;INVALID;;;;;
316673;146;7.637547;(-3.115, 1.876, -149.485);(8.419, 352.139, 359.593);INVALID;;;INVALID;;;;INVALID;;;;;
316674;147;7.689474;(-3.119, 1.877, -149.485);(9.463, 351.319, 359.092);INVALID;;;INVALID;;;;INVALID;;;;;
316675;147;7.689474;(-3.119, 1.877, -149.485);(9.463, 351.319, 359.092);INVALID;;;INVALID;;;;INVALID;;;;;
316676;147;7.689474;(-3.119, 1.877, -149.485);(9.463, 351.319, 359.092);INVALID;;;INVALID;;;;INVALID;;;;;
316677;147;7.689474;(-3.119, 1.877, -149.485);(9.463, 351.319, 359.092);INVALID;;;INVALID;;;;INVALID;;;;;
316678;147;7.689474;(-3.119, 1.877, -149.485);(9.463, 351.319, 359.092);INVALID;;;INVALID;;;;INVALID;;;;;
316679;148;7.73897;(-3.121, 1.877, -149.484);(9.993, 352.169, 357.837);INVALID;;;INVALID;;;;INVALID;;;;;
316680;148;7.73897;(-3.121, 1.877, -149.484);(9.993, 352.169, 357.837);INVALID;;;INVALID;;;;INVALID;;;;;
316681;148;7.73897;(-3.121, 1.877, -149.484);(9.993, 352.169, 357.837);INVALID;;;INVALID;;;;INVALID;;;;;
316682;148;7.73897;(-3.121, 1.877, -149.484);(9.993, 352.169, 357.837);INVALID;;;INVALID;;;;INVALID;;;;;
316683;148;7.73897;(-3.121, 1.877, -149.484);(9.993, 352.169, 357.837);INVALID;;;INVALID;;;;INVALID;;;;;
316684;149;7.783942;(-3.120, 1.873, -149.482);(11.147, 351.627, 355.646);INVALID;;;INVALID;;;;INVALID;;;;;
316685;149;7.783942;(-3.120, 1.873, -149.482);(11.147, 351.627, 355.646);INVALID;;;INVALID;;;;INVALID;;;;;
316686;149;7.783942;(-3.120, 1.873, -149.482);(11.147, 351.627, 355.646);INVALID;;;INVALID;;;;INVALID;;;;;
316687;149;7.783942;(-3.120, 1.873, -149.482);(11.147, 351.627, 355.646);INVALID;;;INVALID;;;;INVALID;;;;;
316688;150;7.830045;(-3.119, 1.872, -149.480);(11.264, 351.111, 356.243);INVALID;;;INVALID;;;;INVALID;;;;;
316689;150;7.830045;(-3.119, 1.872, -149.480);(11.264, 351.111, 356.243);INVALID;;;INVALID;;;;INVALID;;;;;
316690;150;7.830045;(-3.119, 1.872, -149.480);(11.264, 351.111, 356.243);INVALID;;;INVALID;;;;INVALID;;;;;
316691;150;7.830045;(-3.119, 1.872, -149.480);(11.264, 351.111, 356.243);INVALID;;;INVALID;;;;INVALID;;;;;
316692;150;7.830045;(-3.119, 1.872, -149.480);(11.264, 351.111, 356.243);INVALID;;;INVALID;;;;INVALID;;;;;
316693;151;7.874856;(-3.120, 1.870, -149.478);(11.145, 350.473, 356.816);INVALID;;;INVALID;;;;INVALID;;;;;
316694;151;7.874856;(-3.120, 1.870, -149.478);(11.145, 350.473, 356.816);INVALID;;;INVALID;;;;INVALID;;;;;
316695;151;7.874856;(-3.120, 1.870, -149.478);(11.145, 350.473, 356.816);INVALID;;;INVALID;;;;INVALID;;;;;
